arg1 sensekey,arg1 offset,relation,arg2 sensekey,arg2 offset,arg1 gloss (abbreviated),arg2 gloss (abbreviated)
piffle%2:32:00::,201036804,event,piffle%1:10:00::,106608143,speak (about unimportant matters) rapidl...,trivial nonsense
piffle%2:29:00::,200106843,event,piffle%1:10:00::,106608143,act in a trivial or ineffective way,trivial nonsense
pinch%2:35:01::,201457206,event,pinch%1:04:00::,100357275,make ridges into by pinching together,a squeeze with the fingers
pinch%2:35:00::,201456771,event,pinch%1:04:00::,100357275,"squeeze tightly between the fingers; ""He...",a squeeze with the fingers
pinch%2:30:00::,200504019,event,pinch%1:04:00::,100357275,"irritate as if by a nip, pinch, or tear;...",a squeeze with the fingers
pinch%2:30:00::,200504019,event,pinch%1:04:03::,100842281,"irritate as if by a nip, pinch, or tear;...",a small sharp bite or snip
ping%2:39:01::,202178866,event,ping%1:11:00::,107389569,sound like a car engine that is firing t...,a sharp high-pitched resonant sound (as ...
ping%2:39:00::,202178709,event,ping%1:11:00::,107389569,"make a short high-pitched sound; ""the bu...",a sharp high-pitched resonant sound (as ...
ping%2:35:00::,201236795,event,ping%1:11:00::,107389569,"hit with a pinging noise; ""The bugs ping...",a sharp high-pitched resonant sound (as ...
pique%2:37:00::,201789270,event,pique%1:12:00::,107518468,cause to feel resentment or indignation;...,"a sudden outburst of anger; ""his temper ..."
pitch%2:40:00::,202302817,event,pitch%1:10:00::,107248653,sell or offer for sale from place to pla...,promotion by means of an argument and de...
pitch%2:38:03::,201864634,event,pitch%1:04:04::,100337210,"move abruptly; ""The ship suddenly lurche...",abrupt up-and-down motion (as caused by ...
pitch%2:35:00::,201512625,event,pitch%1:04:00::,100106104,"throw or toss with a light motion; ""flip...",the action or manner of throwing somethi...
pitch%2:35:13::,201509079,event,pitch%1:04:03::,100106272,throw or hurl from the mound to the batt...,(baseball) the act of throwing a basebal...
pitch%2:35:04::,201402637,event,pitch%1:04:02::,100573664,hit (a golf ball) in a high arc with a b...,a high approach shot in golf
pitch%2:33:04::,201149868,event,pitch%1:04:01::,100498558,lead (a card) and establish the trump su...,an all-fours game in which the first car...
pitter-patter%2:39:00::,202185187,event,pitter-patter%1:11:00::,107389757,"make light, rapid and repeated sounds; ""...","a series of rapid tapping sounds; ""she m..."
pivot%2:38:00::,202046572,event,pivot%1:04:00::,100342916,turn on a pivot,the act of turning on (or as if on) a pi...
place%2:41:00::,202537960,event,place%1:04:00::,100586262,assign to (a job or a home),"a job in an organization; ""he occupied a..."
place%2:33:00::,201088923,event,place%1:04:00::,100586262,assign to a station,"a job in an organization; ""he occupied a..."
plague%2:43:00::,202771320,event,plague%1:14:00::,107996412,"cause to suffer a blight; ""Too much rain...","a swarm of insects that attack plants; ""..."
plague%2:43:00::,202771320,event,plague%1:26:01::,114076479,"cause to suffer a blight; ""Too much rain...",any epidemic disease with a high death r...
plague%2:43:00::,202771320,event,plague%1:26:00::,114138691,"cause to suffer a blight; ""Too much rain...",a serious (sometimes fatal) infection of...
plague%2:37:00::,201789514,event,plague%1:09:00::,105831939,"annoy continually or chronically; ""He is...","an annoyance; ""those children are a damn..."
plash%2:35:00::,201374020,event,plash%1:11:00::,107395104,"dash a liquid upon or against; ""The moth...",the sound like water splashing
play%2:41:03::,202418686,event,play%1:04:00::,100511817,be at play; be engaged in playful activi...,gay or light-hearted recreational activi...
play%2:41:03::,202418686,event,play%1:04:06::,100431893,be at play; be engaged in playful activi...,activity by children that is guided more...
play%2:41:00::,202418421,event,play%1:04:00::,100511817,engage in recreational activities rather...,gay or light-hearted recreational activi...
play%2:41:12::,202370650,event,play%1:04:08::,100947596,act or have an effect in a specified way...,"utilization or exercise; ""the play of th..."
play%2:38:00::,201903385,event,play%1:11:00::,107411851,"move or seem to move quickly, lightly, o...","a weak and tremulous light; ""the shimmer..."
play%2:36:10::,201719921,event,play%1:10:03::,107018931,"perform on a stage or theater; ""She acts...","a theatrical performance of a drama; ""th..."
play%2:36:10::,201719921,event,play%1:10:01::,107007945,"perform on a stage or theater; ""She acts...",a dramatic work intended for performance...
play%2:36:02::,201719302,event,play%1:10:03::,107018931,"play a role or part; ""Gielgud played Ham...","a theatrical performance of a drama; ""th..."
play%2:36:02::,201719302,event,play%1:10:01::,107007945,"play a role or part; ""Gielgud played Ham...",a dramatic work intended for performance...
play%2:36:04::,201716882,event,play%1:10:01::,107007945,be performed or presented for public vie...,a dramatic work intended for performance...
play%2:36:04::,201716882,event,play%1:10:03::,107018931,be performed or presented for public vie...,"a theatrical performance of a drama; ""th..."
play%2:36:03::,201716619,event,play%1:10:03::,107018931,"perform on a certain location; ""The prod...","a theatrical performance of a drama; ""th..."
play%2:36:03::,201716619,event,play%1:10:01::,107007945,"perform on a certain location; ""The prod...",a dramatic work intended for performance...
play%2:34:13::,201163355,event,play%1:04:04::,100556313,"use to one's advantage; ""She plays on he...",a deliberate coordinated movement requir...
play%2:33:07::,201156115,event,play%1:04:02::,100430140,"make bets; ""Play the races""; ""play the c...",the act of playing for stakes in the hop...
play%2:33:08::,201155687,event,play%1:04:02::,100430140,"stake on the outcome of an issue; ""I bet...",the act of playing for stakes in the hop...
play%2:33:03::,201149470,event,play%1:04:02::,100430140,put (a card or piece) into play during a...,the act of playing for stakes in the hop...
play%2:33:01::,201138911,event,play%1:04:02::,100430140,"bet or wager (money); ""He played $20 on ...",the act of playing for stakes in the hop...
play%2:33:09::,201080691,event,play%1:04:04::,100556313,"shoot or hit in a particular manner; ""Sh...",a deliberate coordinated movement requir...
pledge%2:34:00::,201175467,event,pledge%1:13:00::,107884413,"propose a toast to; ""Let us toast the bi...",a drink in honor of or to the health of ...
pledge%2:32:00::,200884540,event,pledge%1:10:00::,107227772,"promise solemnly and formally; ""I pledge...",a binding commitment to do or give or re...
plight%2:32:00::,200884540,event,plight%1:10:00::,107228105,"promise solemnly and formally; ""I pledge...",a solemn pledge of fidelity
plonk%2:35:00::,201500572,event,plonk%1:11:00::,107389931,set (something or oneself) down with or ...,the noise of something dropping (as into...
plop%2:38:01::,201977421,event,plop%1:11:00::,107390049,drop something with a plopping sound,the noise of a rounded object dropping i...
plop%2:38:00::,201977266,event,plop%1:11:00::,107390049,drop with the sound of something falling...,the noise of a rounded object dropping i...
plot%2:31:00::,200708128,event,plot%1:09:00::,105907682,"plan secretly, usually something illegal...",a secret scheme to do something (especia...
pluck%2:35:02::,201452546,event,pluck%1:04:00::,100116008,pull lightly but sharply with a plucking...,the act of pulling and releasing a taut ...
plug%2:32:00::,200976487,event,plug%1:10:00::,107248507,make a plug for; praise the qualities or...,blatant or sensational promotion
plump%2:38:01::,201978199,event,plump%1:11:00::,107390205,"drop sharply; ""The stock market plummete...",the sound of a sudden heavy fall
plunge%2:38:00::,201977080,event,plunge%1:11:00::,107434209,"fall abruptly; ""It plunged to the bottom...",a steep and rapid fall
plunge%2:38:01::,201967373,event,plunge%1:11:00::,107434209,"drop steeply; ""the stock market plunged""...",a steep and rapid fall
plunge%2:35:01::,201577635,event,plunge%1:04:00::,100442847,"thrust or throw into; ""Immerse yourself ...",a brief swim in water
plunge%2:35:00::,201577093,event,plunge%1:04:00::,100442847,immerse briefly into a liquid so as to w...,a brief swim in water
plunk%2:39:00::,202184965,event,plunk%1:11:00::,107390307,make or move along with a sound as of a ...,a hollow twanging sound
poke%2:35:02::,201414626,event,poke%1:04:00::,100134780,"hit hard with the hand, fist, or some he...","(boxing) a blow with the fist; ""I gave h..."
poke%2:35:00::,201230241,event,poke%1:04:01::,100334935,make a hole by poking,a sharp hand gesture (resembling a blow)...
poke%2:35:01::,201229976,event,poke%1:04:01::,100334935,"poke or thrust abruptly; ""he jabbed his ...",a sharp hand gesture (resembling a blow)...
polish%2:35:00::,201245637,event,polish%1:27:00::,114996020,"make (a surface) shine; ""shine the silve...",a preparation used in polishing
poll%2:41:01::,202463298,event,poll%1:04:00::,100653811,vote in an election at a polling station...,the counting of votes (as in an election...
poll%2:41:02::,202454835,event,poll%1:04:00::,100653811,get the votes of,the counting of votes (as in an election...
poll%2:41:00::,202454312,event,poll%1:09:00::,105800998,get the opinions (of people) by asking s...,an inquiry into public opinion conducted...
pool%2:40:00::,202295842,event,pool%1:21:00::,113369857,"combine into a common fund; ""We pooled r...","any communal combination of funds; ""ever..."
pop%2:39:06::,202186192,event,pop%1:11:00::,107390400,"cause to make a sharp explosive sound; ""...",a sharp explosive sound as from a gunsho...
pop%2:39:00::,202185988,event,pop%1:11:00::,107390400,"make a sharp explosive noise; ""The cork ...",a sharp explosive sound as from a gunsho...
pop%2:33:00::,201134071,event,pop%1:11:00::,107390400,fire a weapon with a loud explosive nois...,a sharp explosive sound as from a gunsho...
pop%2:30:04::,200309792,event,pop%1:11:00::,107390400,"cause to burst with a loud, explosive so...",a sharp explosive sound as from a gunsho...
pop%2:30:03::,200309582,event,pop%1:11:00::,107390400,"burst open with a sharp, explosive sound...",a sharp explosive sound as from a gunsho...
pose%2:41:00::,202519183,event,pose%1:04:00::,100755673,behave affectedly or unnaturally in orde...,a deliberate pretense or exaggerated dis...
pose%2:39:00::,202142775,event,pose%1:07:01::,105081300,assume a posture as for artistic purpose...,a posture assumed by models for photogra...
position%2:35:00::,201494310,event,position%1:04:00::,101051331,put into a certain place or abstract loc...,the act of putting something in a certai...
post%2:41:01::,202385634,event,post%1:04:00::,100586262,"assign to a post; put into a post; ""The ...","a job in an organization; ""he occupied a..."
post%2:32:02::,201031256,event,post%1:04:01::,100318186,cause to be directed or transmitted to a...,the delivery and collection of letters a...
posture%2:39:00::,202142775,event,posture%1:07:00::,105079866,assume a posture as for artistic purpose...,the arrangement of the body and its limb...
pother%2:37:01::,201820077,event,pother%1:26:00::,114403772,make upset or troubled,"an excited state of agitation; ""he was i..."
pother%2:37:00::,201819911,event,pother%1:26:00::,114403772,make a fuss; be agitated,"an excited state of agitation; ""he was i..."
pounce%2:38:00::,202064358,event,pounce%1:04:00::,101258161,"move down on as if in an attack; ""The ra...",the act of pouncing
pound%2:35:01::,201575146,event,pound%1:04:00::,101175316,strike or drive against with a heavy imp...,the act of pounding (delivering repeated...
pound%2:35:00::,201414626,event,pound%1:04:00::,101175316,"hit hard with the hand, fist, or some he...",the act of pounding (delivering repeated...
pound%2:30:03::,200331514,event,pound%1:04:00::,101175316,"break down and crush by beating, as with...",the act of pounding (delivering repeated...
pout%2:29:00::,200034758,event,pout%1:10:00::,106877742,make a sad face and thrust out one's low...,a disdainful grimace
powwow%2:32:00::,200763136,event,powwow%1:10:00::,107144416,"hold a powwow, talk, conference or meeti...",(informal) a quick private conference
practice%2:41:00::,202568672,event,practice%1:04:03::,100631378,carry out or practice; as of jobs and pr...,"the exercise of a profession; ""the pract..."
practice%2:41:01::,202561332,event,practice%1:04:03::,100631378,"avail oneself to; ""apply a principle""; ""...","the exercise of a profession; ""the pract..."
practice%2:41:01::,202561332,event,practice%1:04:00::,100410247,"avail oneself to; ""apply a principle""; ""...",a customary way of operation or behavior...
practice%2:36:00::,201723224,event,practice%1:04:02::,100894552,engage in a rehearsal (of),systematic training by multiple repetiti...
practice%2:31:00::,200606093,event,practice%1:04:02::,100894552,"learn by repetition; ""We drilled French ...",systematic training by multiple repetiti...
praise%2:32:00::,200856824,event,praise%1:10:00::,106693198,"express approval of; ""The parents praise...",an expression of approval and commendati...
prance%2:38:00::,201916634,event,prance%1:04:00::,100290125,"to walk with a lofty proud gait, often i...",a proud stiff pompous gait
prate%2:32:00::,201036804,event,prate%1:10:00::,107137129,speak (about unimportant matters) rapidl...,idle or foolish and irrelevant talk
prattle%2:32:00::,201036804,event,prattle%1:10:00::,107137129,speak (about unimportant matters) rapidl...,idle or foolish and irrelevant talk
preamble%2:32:00::,200902144,event,preamble%1:10:00::,106398090,"make a preliminary introduction, usually...",a preliminary introduction to a statute ...
precis%2:32:00::,201008437,event,precis%1:10:00::,106468951,make a summary (of),a sketchy summary of the main points of ...
precondition%2:30:00::,200407328,event,precondition%1:09:00::,105892880,put into the required condition beforeha...,a condition that is a prerequisite
premiere%2:36:01::,201718331,event,premiere%1:10:00::,106893285,"be performed for the first time; ""We pre...",the first public performance of a play o...
premiere%2:36:00::,201718185,event,premiere%1:10:00::,106893285,perform a work for the first time,the first public performance of a play o...
press%2:38:00::,202024367,event,press%1:14:01::,108183398,"crowd closely; ""The crowds pressed along...",a dense crowd of people
press%2:36:01::,201754105,event,press%1:04:00::,100113113,"create by pressing; ""Press little holes ...",the act of pressing; the exertion of pre...
press%2:35:06::,201447632,event,press%1:04:00::,100113113,make strenuous pushing movements during ...,the act of pressing; the exertion of pre...
press%2:35:00::,201447257,event,press%1:04:00::,100113113,"exert pressure or force to or upon; ""He ...",the act of pressing; the exertion of pre...
press%2:35:01::,201390616,event,press%1:04:00::,100113113,place between two surfaces and apply wei...,the act of pressing; the exertion of pre...
press%2:35:02::,201387786,event,press%1:04:00::,100113113,"squeeze or press together; ""she compress...",the act of pressing; the exertion of pre...
press%2:33:00::,201150370,event,press%1:04:02::,100627013,"lift weights; ""This guy can press 300 po...",a weightlift in which the barbell is lif...
pressure%2:41:01::,202581073,event,pressure%1:26:00::,114451349,exert pressure on someone through threat...,the state of demanding notice or attenti...
pretend%2:32:01::,200838524,event,pretend%1:04:00::,100755500,"represent fictitiously, as in a play, or...","the enactment of a pretense; ""it was jus..."
preview%2:39:00::,202151816,event,preview%1:10:00::,106888506,watch (a movie or play) before it is rel...,a screening for a select audience in adv...
prick%2:35:00::,201440801,event,prick%1:04:00::,100944789,"make a small hole into, as with a needle...",the act of puncturing with a small point...
pride%2:37:00::,201772498,event,pride%1:12:01::,107531536,"be proud of; ""He prides himself on makin...",satisfaction with your (or another's) ac...
prizefight%2:35:00::,201420451,event,prizefight%1:11:00::,107471806,box for a prize or money,a boxing match between professional boxe...
probate%2:41:00::,202465297,event,probate%1:04:00::,100154894,establish the legal validity of (wills a...,the act of proving that an instrument pu...
probe%2:35:00::,201226875,event,probe%1:04:01::,100641522,examine physically with or as if with a ...,an investigation conducted using a flexi...
probe%2:32:00::,200788564,event,probe%1:09:00::,105800611,question or examine thoroughly and close...,an inquiry into unfamiliar or questionab...
process%2:41:01::,202438535,event,process%1:04:00::,101023820,"deal with in a routine way; ""I'll handle...",a particular course of action intended t...
process%2:36:00::,201668603,event,process%1:04:00::,101023820,"shape, form, or improve a material; ""wor...",a particular course of action intended t...
proffer%2:40:00::,202297142,event,proffer%1:10:00::,107162680,"present for acceptance or rejection; ""Sh...",a proposal offered for acceptance or rej...
profit%2:40:00::,202278830,event,profit%1:21:00::,113258362,make a profit; gain money or materially;...,the excess of revenues over outlays in a...
progress%2:38:00::,201992503,event,progress%1:04:00::,100282050,"move forward, also in the metaphorical s...",the act of moving forward (as toward a g...
progress%2:38:00::,201992503,event,progress%1:11:00::,107445265,"move forward, also in the metaphorical s...","a movement forward; ""he listened for the..."
progress%2:30:01::,200252990,event,progress%1:04:01::,100249501,"form or accumulate steadily; ""Resistance...",gradual improvement or growth or develop...
progress%2:30:00::,200248659,event,progress%1:04:01::,100249501,"develop in a positive way; ""He progresse...",gradual improvement or growth or develop...
project%2:36:01::,201638368,event,project%1:09:00::,105910453,"make or work out a plan for; devise; ""Th...",a planned undertaking
project%2:36:01::,201638368,event,project%1:04:00::,100795720,"make or work out a plan for; devise; ""Th...",any piece of work that is undertaken or ...
prolapse%2:38:00::,201833906,event,prolapse%1:26:00::,114559208,"slip or fall out of place, as of body pa...",the slipping or falling out of place of ...
promenade%2:38:00::,201919226,event,promenade%1:04:00::,100284101,"take a leisurely walk; ""The ladies prome...",a leisurely walk (usually in some public...
promise%2:32:01::,200884317,event,promise%1:10:00::,107226545,"promise to undertake or give; ""I promise...",a verbal commitment by one person to ano...
promise%2:32:00::,200884011,event,promise%1:10:00::,107226545,make a promise or commitment,a verbal commitment by one person to ano...
prompt%2:32:01::,200877848,event,prompt%1:10:00::,107011803,assist (somebody acting or reciting) by ...,a cue given to a performer (usually the ...
proposition%2:32:00::,200875951,event,proposition%1:10:03::,107161912,"suggest sex to; ""She was propositioned b...",an offer for a private bargain (especial...
prospect%2:39:00::,202154180,event,prospect%1:26:00::,114482968,"search for something desirable; ""prospec...","the possibility of future success; ""his ..."
protest%2:41:00::,202521410,event,protest%1:04:00::,101177033,express opposition through action or wor...,the act of protesting; a public (often o...
protest%2:32:01::,201011542,event,protest%1:10:00::,107210225,"affirm or avow formally or solemnly; ""Th...",a formal and solemn declaration of objec...
protest%2:32:00::,200910135,event,protest%1:10:01::,107210553,utter words of protest,the act of making a strong public expres...
protest%2:32:00::,200910135,event,protest%1:10:00::,107210225,utter words of protest,a formal and solemn declaration of objec...
provision%2:40:00::,202338975,event,provision%1:04:01::,101057200,supply with provisions,the activity of supplying or providing s...
prowl%2:42:00::,202639475,event,prowl%1:04:00::,100292125,"loiter about, with no apparent aim",the act of prowling (walking about in a ...
prowl%2:38:00::,201918304,event,prowl%1:04:00::,100292125,move about in or as if in a predatory ma...,the act of prowling (walking about in a ...
puff%2:34:00::,201199009,event,puff%1:04:00::,100837675,"suck in or take (air); ""draw a deep brea...",a slow inhalation (as of tobacco smoke);...
puff%2:34:01::,201198616,event,puff%1:04:00::,100837675,"smoke and exhale strongly; ""puff a cigar...",a slow inhalation (as of tobacco smoke);...
puff%2:32:01::,201065272,event,puff%1:10:00::,106695110,"praise extravagantly; ""The critics puffe...",exaggerated praise (as for promotional p...
puff%2:29:01::,200006802,event,puff%1:04:01::,100835501,"blow hard and loudly; ""he huffed and puf...",forceful exhalation through the nose or ...
puff%2:29:00::,200005526,event,puff%1:04:01::,100835501,"breathe noisily, as when one is exhauste...",forceful exhalation through the nose or ...
pull%2:41:00::,202582615,event,pull%1:04:02::,100625427,"perform an act, usually with a negative ...","a sustained effort; ""it was a long pull ..."
pull%2:35:04::,201609287,event,pull%1:04:00::,100114431,apply force so as to cause motion toward...,the act of pulling; applying force to mo...
pull%2:35:04::,201609287,event,pull%1:19:00::,111498040,apply force so as to cause motion toward...,"the force used in pulling; ""the pull of ..."
pull%2:35:02::,201505254,event,pull%1:04:00::,100114431,direct toward itself or oneself by means...,the act of pulling; applying force to mo...
pull%2:35:00::,201448100,event,pull%1:04:00::,100114431,"cause to move by pulling; ""draw a wagon""...",the act of pulling; applying force to mo...
pull%2:29:00::,200071803,event,pull%1:26:00::,114299070,"strain abnormally; ""I pulled a muscle in...",a sharp strain on muscles or ligaments; ...
pulse%2:38:00::,201879251,event,pulse%1:28:00::,115280695,expand and contract rhythmically; beat r...,the rate at which the heart beats; usual...
pulse%2:38:00::,201879251,event,pulse%1:11:00::,107400906,expand and contract rhythmically; beat r...,the rhythmic contraction and expansion o...
pulse%2:36:00::,201623027,event,pulse%1:11:01::,107420991,produce or modulate (as electromagnetic ...,(electronics) a sharp transient wave in ...
pun%2:36:00::,201702331,event,pun%1:10:00::,106781581,"make a play on words; ""Japanese like to ...","a humorous play on words; ""I do it for t..."
punch%2:35:00::,201415285,event,punch%1:04:00::,100134780,"deliver a quick blow to; ""he punched me ...","(boxing) a blow with the fist; ""I gave h..."
puncture%2:35:00::,201274971,event,puncture%1:04:00::,100942988,pierce with a pointed object; make a hol...,the act of puncturing or perforating
puncture%2:35:00::,201274971,event,puncture%1:11:00::,107314658,pierce with a pointed object; make a hol...,loss of air pressure in a tire when a ho...
puncture%2:30:00::,200403798,event,puncture%1:11:00::,107314658,cause to lose air pressure or collapse b...,loss of air pressure in a tire when a ho...
puncture%2:30:03::,200309990,event,puncture%1:11:00::,107314658,"be pierced or punctured; ""The tire punct...",loss of air pressure in a tire when a ho...
puncture%2:30:03::,200309990,event,puncture%1:04:00::,100942988,"be pierced or punctured; ""The tire punct...",the act of puncturing or perforating
punt%2:35:01::,201372408,event,punt%1:04:00::,100136984,kick the ball,(football) a kick in which the football ...
purchase%2:40:00::,202207206,event,purchase%1:04:00::,100079018,obtain by purchase; acquire by means of ...,the acquisition of something for payment...
purge%2:32:00::,200905283,event,purge%1:04:01::,100252662,clear of a charge,the act of clearing yourself (or another...
purge%2:30:04::,200475819,event,purge%1:04:01::,100252662,"make pure or free from sin or guilt; ""he...",the act of clearing yourself (or another...
purge%2:30:00::,200475647,event,purge%1:04:00::,100252430,"rid of impurities; ""purge the water""; ""p...",an act of removing by cleansing; ridding...
purge%2:30:03::,200455529,event,purge%1:04:00::,100252430,"rinse, clean, or empty with a liquid; ""f...",an act of removing by cleansing; ridding...
purl%2:36:02::,201671333,event,purl%1:06:00::,104026180,knit with a purl stitch,a basic knitting stitch
purpose%2:31:01::,200708980,event,purpose%1:09:00::,105982152,"propose or intend; ""I aim to arrive at n...",an anticipated outcome that is intended ...
purr%2:32:00::,201052936,event,purr%1:11:00::,107390645,indicate pleasure by purring; characteri...,a low vibrating sound typical of a conte...
push%2:38:08::,201872877,event,push%1:04:00::,100112312,"move strenuously and with effort; ""The c...",the act of applying force in order to mo...
push%2:38:02::,201872645,event,push%1:04:00::,100112312,press against forcefully without moving;...,the act of applying force in order to mo...
push%2:38:00::,201871979,event,push%1:04:00::,100112312,"move with force, ""He pushed the table in...",the act of applying force in order to mo...
push%2:35:06::,201447632,event,push%1:04:00::,100112312,make strenuous pushing movements during ...,the act of applying force in order to mo...
push_back%2:35:00::,201506157,event,push_back%1:04:00::,100980779,cause to move back by force or influence...,the act of forcing the enemy to withdraw...
putt%2:35:01::,201403785,event,putt%1:04:00::,100572838,"hit a putt; ""he lost because he putted s...",hitting a golf ball that is on the green...
putt%2:35:00::,201403540,event,putt%1:04:00::,100572838,"strike (a golf ball) lightly, with a put...",hitting a golf ball that is on the green...
puzzle%2:37:03::,201831308,event,puzzle%1:10:00::,106784639,be uncertain about; think about without ...,a particularly baffling problem that is ...
puzzle%2:31:00::,200622384,event,puzzle%1:10:00::,106784639,"be a mystery or bewildering to; ""This be...",a particularly baffling problem that is ...
quack%2:32:00::,201053098,event,quack%1:11:00::,107390762,"utter quacking noises; ""The ducks quacke...",the harsh sound of a duck
quaff%2:34:00::,201202068,event,quaff%1:13:00::,107884182,to swallow hurriedly or greedily or in o...,a hearty draft
quake%2:38:02::,201888784,event,quake%1:11:00::,107428954,"shake with seismic vibrations; ""The eart...",shaking and vibration at the surface of ...
quarantine%2:30:00::,200496266,event,quarantine%1:04:00::,101201645,"place into enforced isolation, as for me...",isolation to prevent the spread of infec...
quarantine%2:30:00::,200496266,event,quarantine%1:26:00::,114415335,"place into enforced isolation, as for me...",enforced isolation of patients suffering...
quarrel%2:32:00::,200775156,event,quarrel%1:10:00::,107184149,"have a disagreement over something; ""We ...","an angry dispute; ""they had a quarrel""; ..."
quaver%2:32:01::,201051118,event,quaver%1:11:00::,107390857,"give off unsteady sounds, alternating in...",a tremulous sound
quaver%2:32:00::,201050896,event,quaver%1:10:00::,106871384,"sing or play with trills, alternating wi...",a musical note having the time value of ...
query%2:32:00::,200785008,event,query%1:10:00::,107193596,pose a question,"an instance of questioning; ""there was a..."
quest%2:40:00::,202240881,event,quest%1:04:00::,100946650,"make a search (for); ""Things that die wi...","the act of searching for something; ""a q..."
question%2:32:02::,200925110,event,question%1:07:00::,104757522,place in doubt or express doubtful specu...,uncertainty about the truth or factualit...
question%2:32:01::,200867409,event,question%1:07:00::,104757522,"challenge the accuracy, probity, or prop...",uncertainty about the truth or factualit...
question%2:32:09::,200808855,event,question%1:10:00::,107193596,"conduct an interview in television, news...","an instance of questioning; ""there was a..."
question%2:32:03::,200788184,event,question%1:10:03::,107196682,"pose a series of questions to; ""The susp...",a sentence of inquiry that asks for a re...
question%2:32:03::,200788184,event,question%1:10:00::,107193596,"pose a series of questions to; ""The susp...","an instance of questioning; ""there was a..."
question%2:32:00::,200785008,event,question%1:10:03::,107196682,pose a question,a sentence of inquiry that asks for a re...
question%2:32:00::,200785008,event,question%1:10:00::,107193596,pose a question,"an instance of questioning; ""there was a..."
quibble%2:32:01::,200810385,event,quibble%1:10:00::,106761798,evade the truth of a point or question b...,an evasion of the point of an argument b...
quickstep%2:38:00::,201899158,event,quickstep%1:04:01::,100536964,perform a quickstep,a ballroom dance with both quick and slo...
quiet%2:39:00::,202190188,event,quiet%1:07:02::,104982207,"become quiet or quieter; ""The audience f...","the absence of sound; ""he needed silence..."
quip%2:32:00::,200853958,event,quip%1:10:00::,106767777,"make jokes or quips; ""The students were ...",witty remark
quip%2:32:00::,200853958,event,quip%1:10:01::,107153727,"make jokes or quips; ""The students were ...",a witty saying
quiver%2:38:00::,201889129,event,quiver%1:04:00::,100345926,"shake with fast, tremulous movements; ""H...",the act of vibrating
quiver%2:38:00::,201889129,event,quiver%1:26:00::,114004572,"shake with fast, tremulous movements; ""H...","a shaky motion; ""the shaking of his fing..."
quiz%2:32:00::,200786458,event,quiz%1:10:00::,107199191,examine someone's knowledge of something...,an examination consisting of a few short...
quote%2:32:00::,201023259,event,quote%1:10:01::,106613056,"repeat a passage from; ""He quoted the Bi...",a passage or expression that is quoted o...
race%2:33:00::,201086103,event,race%1:11:00::,107458453,"compete in a race; ""he is running the Ma...","a contest of speed; ""the race is to the ..."
race%2:33:00::,201086103,event,race%1:11:01::,107472657,"compete in a race; ""he is running the Ma...","any competition; ""the race for the presi..."
rack%2:38:00::,201960491,event,rack%1:04:00::,100287276,"go at a rack; ""the horses single-footed""...",a rapid gait of a horse in which each fo...
racket%2:41:00::,202491383,event,racket%1:11:00::,107390945,"celebrate noisily, often indulging in dr...",a loud and disturbing noise
racket%2:39:00::,202172008,event,racket%1:11:00::,107390945,make loud and annoying noises,a loud and disturbing noise
raffle%2:40:00::,202201975,event,raffle%1:04:00::,100508672,"dispose of in a lottery; ""We raffled off...",a lottery in which the prizes are goods ...
rag%2:36:00::,201725886,event,rag%1:10:01::,107060844,"play in ragtime; ""rag that old tune""",music with a syncopated melody (usually ...
rage%2:42:01::,202723016,event,rage%1:26:00::,114036735,"behave violently, as if in state of a gr...","a state of extreme anger; ""she fell into..."
rage%2:42:00::,202722902,event,rage%1:26:01::,113980128,be violent; as of fires and storms,"violent state of the elements; ""the sea ..."
raid%2:41:00::,202494850,event,raid%1:04:00::,100976953,"search without warning, make a sudden su...",a sudden short attack
raid%2:40:02::,202275152,event,raid%1:04:01::,100777324,take over (a company) by buying a contro...,an attempt by speculators to defraud inv...
rain%2:43:00::,202756558,event,rain%1:27:00::,115008607,"precipitate as rain; ""If it rains much m...",drops of fresh water that fall as precip...
rain%2:43:00::,202756558,event,rain%1:19:00::,111501381,"precipitate as rain; ""If it rains much m...",water falling in drops from vapor conden...
raise%2:38:00::,201974062,event,raise%1:04:00::,100116376,raise from a lower to a higher position;...,"the act of raising something; ""he respon..."
raise%2:38:02::,201973759,event,raise%1:04:00::,100116376,"move upwards; ""lift one's eyes""","the act of raising something; ""he respon..."
raise%2:33:09::,201156406,event,raise%1:04:01::,100803208,bid (one's partner's suit) at a higher l...,increasing the size of a bet (as in poke...
raise%2:30:01::,200158503,event,raise%1:07:00::,105110185,raise the level or amount of something; ...,"the amount a salary is increased; ""he go..."
rally%2:35:01::,201381549,event,rally%1:04:01::,100045646,"gather or bring together; ""muster the co...",the feat of mustering strength for a ren...
rally%2:30:00::,200528608,event,rally%1:22:00::,113545845,"return to a former condition; ""The jilte...",a marked recovery of strength or spirits...
ramble%2:38:01::,201881180,event,ramble%1:04:00::,100284409,move about aimlessly or without any dest...,an aimless amble on a winding course
rampage%2:41:00::,202584906,event,rampage%1:04:00::,100554541,"act violently, recklessly, or destructiv...",violently angry and destructive behavior...
range%2:42:01::,202727039,event,range%1:14:00::,108399586,"change or be different within limits; ""E...",a variety of different things or activit...
ransom%2:40:00::,202256998,event,ransom%1:04:00::,100096851,exchange or buy back for money; under th...,the act of freeing from captivity or pun...
